IAS	123181	-6.759112836436327
STO	121658	-6.771553723735124
PUE	121638	-6.771718131169998
SPE	121386	-6.7737919840937035
EQU	121197	-6.775350201116534
UER	121003	-6.776952170063847
LAN	120317	-6.782637535242478
QUI	120199	-6.783618750864322
SER	119807	-6.786885311550357
RDE	118735	-6.795873231737652
SAL	118653	-6.796564078051829
TIV	118008	-6.802014880221823
TIC	117448	-6.806771576158142
IOS	117254	-6.808424722625026
ECT	117186	-6.809004823476468
OLO	116810	-6.812218528923588
UNI	116116	-6.818177469485487
ITA	116067	-6.818599546714657
ONO	115906	-6.8199876275496685
AUN	115796	-6.820937114897871
IDE	115388	-6.824466744058646
NAS	114785	-6.82970624773613
CAR	114737	-6.830124504656537
TAL	114265	-6.8342467092326515
EGU	114034	-6.836270354147316
APR	114001	-6.836559780865176
NDI	113810	-6.8382365951361175
OSC	113790	-6.838412340516664
TAM	113688	-6.839309122711457
URA	113329	-6.842471856220572
AMI	112801	-6.8471417035622
TAS	112745	-6.847638271930359
SPO	112067	-6.853669943049848
ESO	111705	-6.856905353024027
CAD	111601	-6.857836802031847
BIE	111532	-6.858455261728437
DEP	110987	-6.863353685605306
OEL	110788	-6.8651482815589695
AES	110355	-6.86906426928952
NER	110210	-6.870379062716355
APO	110144	-6.870978093393746
LAD	109763	-6.874443166503202
ASP	109752	-6.874543386531802
CTO	109474	-6.877079560277967
ERS	108774	-6.883494244358685
RLA	107742	-6.893027011289118
DOE	107412	-6.896094555385217
RMA	107273	-6.897389463967691
IAD	106958	-6.9003301895049
EUN	106864	-6.901209417337656
OSI	106811	-6.901705493200635
LIC	106507	-6.904555673266226
OES	106472	-6.904884341084624
NAC	106401	-6.905551399242065
ORT	106383	-6.90572058330533
NTI	106179	-6.9076400058099034
AEL	105843	-6.9108094609779265
RAE	105817	-6.911055135686952
CAS	105442	-6.9146052504156845
UED	105327	-6.915696482239908
ANC	104639	-6.922249885256541
DAS	104343	-6.925082639897448
ASC	104151	-6.926924402370333
OME	103967	-6.92869261347874
GRA	103028	-6.937765270966455
EAL	102629	-6.941645485307806
MAR	102603	-6.941898854633933
OPO	102005	-6.947744137881783
INT	101624	-6.951486205097455
LAM	101567	-6.952047248061485
MIE	101558	-6.9521358625736465
ORI	101315	-6.954531427490066
BRE	100617	-6.961444604863865
NEN	100332	-6.964281119149318
RTI	99213	-6.9754966396001095
DOR	99165	-6.975980559359527
RTE	99130	-6.976333565207962
EHA	98972	-6.9779286873004125
MIN	98929	-6.978363243630298
RAR	98868	-6.978980031399031
EMP	98404	-6.983684157190028
ELL	98215	-6.985606638086891
CAN	97832	-6.989513829526218
GEN	97139	-6.9966225360478305
ERT	96560	-7.0026008399746
INC	96515	-7.003066975255497
TRE	96297	-7.005328222808999
DIA	96158	-7.006772701567048
FUE	95935	-7.009094470485297
SIO	95918	-7.0092716876549765
ALD	95341	-7.015305345854758
ORM	94512	-7.024038381789519
SEG	94297	-7.0263157924586706
OST	94184	-7.027514839731246
AMB	94116	-7.028237083817405
ARO	94050	-7.028938584632704
MER	93498	-7.0348250319151475
IZA	93402	-7.035852308332119
AST	93338	-7.0365377460216125
LLA	93107	-7.039015663265617
FIC	93054	-7.039585056769502
ASO	92933	-7.040886209171752
OAL	92897	-7.041273655902675
ELD	92257	-7.048186772937621
VER	92069	-7.050226615665674
ATA	91595	-7.055388170361096
SCA	91539	-7.055999737739933
LLE	90897	-7.063037774224268
SON	89925	-7.0737886630674796
TAC	89723	-7.07603748115965
TIE	89474	-7.078816516313339
ATI	89327	-7.080460784397425
ELM	89308	-7.080673506286749
CER	89040	-7.083678835153749
ANE	88855	-7.08575869110061
SEL	88365	-7.091288492689914
ATE	87723	-7.098580250820171
OUN	87569	-7.100337299431296
BLE	87508	-7.101034127748436
MBI	87468	-7.101491328090157
SID	87290	-7.103528408217804
DIC	87191	-7.104663189378419
NAR	87061	-7.106155264442614
ADI	86940	-7.107546045285518
SAN	86129	-7.116917990164347
DET	86034	-7.118021582760308
ECE	85687	-7.122062980503101
ARL	85365	-7.125827877907987
RTA	85010	-7.129995113083387
ANI	84824	-7.132185462295135
OPA	84784	-7.132657132606338
ELI	84612	-7.134687853855801
EMO	83987	-7.142101841470026
FOR	83807	-7.144247304640128
ASU	83733	-7.14513066528775
ILI	83635	-7.1463017235562525
ONC	83545	-7.147378394593734
AIN	83482	-7.148132754650821
CUA	83452	-7.148492173833298
ENU	83312	-7.150171173544136
TED	83165	-7.151937162506158
SUS	82966	-7.1543328345902815
ACT	82759	-7.156830920088087
CAL	82388	-7.161323840106904
ALL	82243	-7.163085334309074
OSO	81724	-7.169415820355155
CIE	81511	-7.172025524293445
OMP	81293	-7.17470355987308
CUE	81054	-7.177647836371893
RAT	80788	-7.180934955319943
ROD	80647	-7.182681767213789
EPR	80311	-7.186856723576204
ONL	80309	-7.186881626765058
OMI	80142	-7.18896323396844
NIC	79637	-7.195284407093309
ORD	79409	-7.19815146805831
LEN	79398	-7.198289999250088
ETE	79194	-7.200862607451046
REA	78917	-7.2043664342507325
OCI	78782	-7.206078535416572
CES	78660	-7.207628293100799
SAR	78441	-7.210416274767023
SSE	78367	-7.211360092195672
IAN	78222	-7.213212051011221
LLO	78143	-7.214222494477189
LID	77924	-7.217028947312029
SPR	77835	-7.21817172386952
NDA	77800	-7.218621488393252
ERN	77379	-7.2240474236930625
ACE	77362	-7.224267142841177
NSE	77133	-7.227231603868963
ERC	76891	-7.230373933074815
ETA	76865	-7.230712126863078
DED	76707	-7.23276976755416
VEN	76706	-7.232782804089049
ODO	76643	-7.233604448597977
COS	76302	-7.238063516968284
UND	76290	-7.238220797071365
SUN	76096	-7.2407669306882525
NQU	75875	-7.243675344100953
UNT	75486	-7.248815316966527
EIN	75433	-7.249517671207205
DOD	75225	-7.252278857084703
INO	75197	-7.252651138107989
NSU	75124	-7.253622380110057
SLA	74904	-7.256555128996084
AMO	74801	-7.257931150374536
CEN	74646	-7.2600054373296325
ATO	74473	-7.262325701780836
EME	74103	-7.267306261013703
ENI	73526	-7.27512308726323
EPA	73348	-7.2775469017345396
EVA	73293	-7.278297022811971
GUN	73015	-7.282097177750853
CAM	72654	-7.28705356219277
POS	72623	-7.28748032725132
DOA	72465	-7.289658286620761
AVE	72360	-7.291108292743888
PRI	72114	-7.294513705929956
SOL	72047	-7.295443209406214
OLI	71702	-7.300243185230981
OTR	71580	-7.301946097342346
NLO	71509	-7.302938472905125
LCO	71395	-7.304533927598168
ECA	70868	-7.311942670585697
ARC	70844	-7.312281380949239
DIS	70788	-7.313072151568132
SRE	70607	-7.315632320438238
OSM	70549	-7.316454094666606
IVA	70406	-7.318483082926266
HAC	70369	-7.319008736986971
ATR	70352	-7.319250346391017
OCA	70098	-7.322867244361871
UNC	70042	-7.3236664337980235
CCI	69948	-7.325009367881788
MAD	69695	-7.328632845654934
ULT	69521	-7.331132523722449
MED	69485	-7.331650479535134
TEM	69441	-7.332283901184781
IMP	69414	-7.3326727904786635
RAM	69402	-7.332845678721253
CHO	69338	-7.333768254502767
LAE	69316	-7.3340855866079
DIO	69184	-7.335991696844082
OSU	68997	-7.338698254295505
EVI	68381	-7.347666140863776
RSO	68223	-7.349979363862104
OSS	68058	-7.352400796918625
MPO	68005	-7.353179836387709
CHA	67762	-7.35675944969378
SEC	67743	-7.357039878012975
INI	67739	-7.357098925575803
UAL	67388	-7.362293973114286
IOD	67232	-7.3646115745438685
OMA	67185	-7.365310880474063
LPR	67083	-7.366830207496048
NID	67076	-7.366934559729653
TEE	66944	-7.368904386216086
LPA	66783	-7.371312242070639
EGA	66726	-7.3721661043510975
APE	66542	-7.374927417728667
AAL	66431	-7.37659690486206
ERM	66256	-7.379234653303404
TUR	66184	-7.380321921799695
IMI	66039	-7.382515153913502
IVO	65896	-7.38468285601368
DEB	65793	-7.386247124202134
TEL	65753	-7.386855267256119
MIL	65680	-7.387966082602203
LEC	65672	-7.388087890845727
ISI	65637	-7.388620976433817
SAD	65580	-7.389489753113797
NUE	65370	-7.3926970379207
EDA	65333	-7.39326319837345
UEV	65288	-7.393952204165389
DOL	65203	-7.395254956221386
NAN	65167	-7.395807222059372
ECU	65117	-7.396574764273496
SOS	65064	-7.397389002736708
AVI	64951	-7.399127237405284
ROP	64609	-7.404406575395355
RQU	64505	-7.406017530234283
TIN	64374	-7.408050413981529
MUN	64305	-7.409122833478005
ARD	64107	-7.4122066118341
ARR	64056	-7.413002460976875
IME	63910	-7.415284282422053
LAA	63815	-7.416771830356601
ELS	63653	-7.41931360626024
GAR	63543	-7.421043193634598
LAT	63401	-7.4232803662784805
EPO	63252	-7.425633215652566
ERR	62510	-7.437433231709257
SMA	62363	-7.439787587151124
ETR	62262	-7.4414084240823115
ILL	61968	-7.44614151296202
POD	61950	-7.4464320229705185
NOC	61936	-7.446658033561691
COR	61894	-7.447336371981656
DEU	61784	-7.449115156409276
NCA	61590	-7.452260016996273
REG	61425	-7.4549425746744244
ITI	61308	-7.456849121876779
EVE	61290	-7.457142759725545
UIE	61134	-7.459691239369276
DOP	61115	-7.460002075274962
RED	61107	-7.4601329824619524
OBR	60890	-7.46369039242183
RIM	60731	-7.466305030945488
OTA	60583	-7.468744941153908
ACU	60533	-7.469570582311132
LIZ	60399	-7.47178666802466
IMA	60383	-7.472051603779289
MPL	60372	-7.472233787835376
ESS	60337	-7.472813685292622
HAB	60300	-7.473427085621871
SAS	60183	-7.475369236707508
OHA	60027	-7.477964652931686
ONI	59997	-7.47846454463223
SUP	59942	-7.479381662279324
PAN	59793	-7.481870451490841
ECH	59767	-7.482305372291929
OSY	59731	-7.482907882770407
ETI	59542	-7.486077032352218
RID	59529	-7.486295385800131
ITO	59470	-7.487286974187359
CRE	59441	-7.487774725746481
NSI	59409	-7.488313210597779
COL	59208	-7.49170221560338
RAB	59100	-7.493527928222753
RRE	59090	-7.493697144413762
TEC	59078	-7.49390024164726
ERD	58953	-7.49601829417038
INE	58909	-7.496764917431833
HAS	58811	-7.498429857250018
RCO	58757	-7.499348458998717
VID	58647	-7.5012222990441435
RLO	58593	-7.50214347070308
DOC	58552	-7.502843445976438
DDE	58395	-7.505528378627695
ABI	58329	-7.506659232199883
LIN	58325	-7.506727809898442
CID	58304	-7.507087919993133
EGO	58257	-7.50789435089397
ELT	58199	-7.508890418228037
LEG	58178	-7.509251308083216
TID	58035	-7.51171226531199
OLE	58005	-7.512229319493552
MIS	57927	-7.5135749128789096
ALM	57637	-7.518593700562403
CUL	57533	-7.52039969556583
ABL	57510	-7.520799539110642
IFI	57212	-7.525994627674938
MPR	57182	-7.5265191215503835
SIT	57144	-7.527183875615868
RSE	57104	-7.527884094462859
LME	57098	-7.527989169591673
ARG	56637	-7.536095634937867
EMI	56507	-7.538393551916012
PAS	56329	-7.541548520058806
ESY	55826	-7.550518149638229
ASS	55641	-7.553837461193158
BAJ	55264	-7.56063597620251
LOQ	55226	-7.561323808832895
NIN	55196	-7.561867168985363
EXP	55098	-7.563644205791579
TEA	54996	-7.565497134675161
OSQ	54939	-7.566534092298301
IND	54920	-7.566879983928442
PLA	54916	-7.566952818466612
LAI	54818	-7.568738923774863
LCA	54603	-7.572668632824698
ORL	54590	-7.572906738966214
DEF	54556	-7.573529746279215
OPE	54265	-7.578877893152845
SMO	54253	-7.579099050544089
ULA	54237	-7.579394003169463
TRI	54200	-7.5800764145055295
ETO	54187	-7.580316291246939
RUN	54166	-7.580703906036527
BER	54132	-7.5813317915603875
SPU	53754	-7.5883390870282375
ADD	53725	-7.588878717301565
RCA	53627	-7.590704453226114
NOD	52906	-7.604240117713598
SEM	52809	-7.6060752062465875
LAL	52512	-7.611715014972768
IEM	52438	-7.613125183664415
IRA	52288	-7.615989749063767
SOB	52159	-7.618459855347032
ANS	52123	-7.6191502776827695
CTI	52103	-7.619534051721328
ALC	51915	-7.6231487451399165
ESQ	51763	-7.626080846006006
NSA	51760	-7.626138803021235
ITU	51689	-7.627511433757482
ISM	51630	-7.628653505677284
EPE	51603	-7.629176584102539
ONU	51556	-7.630087781226489
LTA	51443	-7.632281935561589
UEA	51290	-7.635260474776348
RAP	51120	-7.638580401272143
SCU	50978	-7.641361989745351
BRA	50891	-7.643070032684975
GAN	50839	-7.644092326644176
OTE	50746	-7.645923270091285
ARS	50674	-7.6473430806273655
MPA	50525	-7.650287717689519
UDA	50480	-7.65117874510301
SEE	50422	-7.652328352777388
ONP	50305	-7.654651418679307
UEP	50282	-7.655108725152198
REP	50108	-7.658575140289509
IMO	49930	-7.662133720614214
EAN	49726	-7.666227727817553
AFI	49701	-7.666730599223819
IAE	49688	-7.666992192327302
OSL	49644	-7.667878092479872
ROL	49385	-7.673108789746867
ZAR	49335	-7.674121735276238
TOE	49291	-7.675013976889552
UAN	49105	-7.6787945460380485
LAV	49073	-7.679446409984537
UET	48847	-7.684062336972907
SEA	48846	-7.684082808849667
NCE	48722	-7.686624575104854
ALT	48666	-7.68777459063359
EJO	48621	-7.6886996695882335
ASL	48617	-7.688781940258786
DON	48517	-7.690840909854568
RAA	48316	-7.694992307359006
VIE	48307	-7.6951785945523
RIC	48258	-7.696193434077302
SAC	48166	-7.698101633689773
UNO	48027	-7.700991598796958
DAR	47925	-7.703117618315052
SIS	47902	-7.703597640029599
PON	47854	-7.704600167317559
OVI	47854	-7.704600167317559
IVI	47847	-7.704746453223173
TIM	47675	-7.708347646344967
DUC	47594	-7.710048059262161
NCU	47579	-7.710363268090617
SOC	47560	-7.710762675291563
VIS	47398	-7.714174641533358
RNO	47300	-7.716244336041975
ASQ	47143	-7.719569025429817
NVE	47024	-7.722096397778335
LIA	46864	-7.72550464476698
FIN	46810	-7.726657554925001
CLA	46696	-7.729095850182738
AHA	46467	-7.734011869314201
ODI	46446	-7.734463895367208
PEC	46375	-7.735993688927998
OCU	46369	-7.73612307456206
OMU	46348	-7.73657605615934
FER	46308	-7.737439446314206
CIP	46210	-7.739557907979814
ASY	46074	-7.742505269409542
TUA	46022	-7.743634501434683
TAB	46013	-7.743830074954652
NAP	45871	-7.746920863824415
EGI	45819	-7.74805509594008
URO	45815	-7.748142397873873
RET	45801	-7.748448014676444
SLO	45538	-7.754206671288543
MBR	45528	-7.754426287400463
SDI	45518	-7.754645951754215
NAM	45475	-7.7555910586985695
HOR	45466	-7.755788984872752
RIN	45449	-7.756162952341941
LAF	45414	-7.756933326011253
SSO	45397	-7.757307721751919
GAD	45193	-7.7618114383012555
UCH	45189	-7.761899949542241
INF	45138	-7.763029155122269
UTO	45133	-7.7631399302157105
PLI	45112	-7.763605319655338
ESL	45061	-7.764736453682235
LIT	44799	-7.7705676335444895
UST	44578	-7.775512876842968
ANU	44551	-7.776118726678062
UEC	44528	-7.776635110654691
SEP	44502	-7.777219170335236
TAE	44499	-7.777286583793234
PAC	44433	-7.778770830810493
OCE	44345	-7.780753259934625
ALG	44266	-7.782536294499074
ING	44252	-7.782852607199407
IAR	44225	-7.783462921530223
NRE	44101	-7.786270640067053
SHA	43993	-7.788722511981898
NOE	43843	-7.792137893611952
IRE	43836	-7.792297563324087
NOM	43766	-7.793895664207561
NST	43696	-7.795496323105979
BAR	43622	-7.797191238765971
ROC	43501	-7.799968858916207
RNA	43421	-7.8018095478533835
UCI	43395	-7.802408502005225
LAB	43326	-7.803999775705624
SED	43308	-7.804415307361264
ASM	43179	-7.807398347878768
GUR	43127	-7.808603334816062
YLA	43049	-7.810413542091689
TOA	43046	-7.81048323093105
REM	42947	-7.8127856913935405
DID	42800	-7.8162143061646425
CAC	42790	-7.816447972863528
DEV	42640	-7.819959541225239
BAN	42623	-7.8203582980475055
RMI	42524	-7.822683634683504
SIC	42477	-7.823789478119374
UNE	42234	-7.82952651178597
NPA	42180	-7.830805890277384
ZAD	42178	-7.830853306114283
DEJ	41938	-7.836559591361993
LTI	41872	-7.838134545154831
LQU	41733	-7.841459628654237
UEH	41715	-7.841891024706463
PEN	41638	-7.843738544876872
NOR	41591	-7.844867931884014
HAN	41510	-7.846817320610072
NIS	41444	-7.84840852592194
DAN	41402	-7.8494224309914165
EDO	41389	-7.849736467204788
VAL	41352	-7.850630802736886
VES	41177	-7.854871639810876
EMB	41131	-7.855989365598485
LEV	41113	-7.856427076861948
EAC	41091	-7.856962317611412
INS	41083	-7.857157021661871
POL	41074	-7.8573761090420975
VAR	40789	-7.864338819635962
SIE	40640	-7.86799836369872
DUR	40587	-7.869303316548593
DEI	40536	-7.870560635666463
RTO	40497	-7.871523182788351
BLI	40495	-7.871572569162661
LOG	40467	-7.8722642346217855
LRE	40356	-7.875010911263521
LEM	40201	-7.878859027334225
LOR	40167	-7.879705114233025
NOT	40127	-7.880701427954974
ABO	40109	-7.881150093183468
LON	40091	-7.881598959802809
OTO	39955	-7.884996924295526
NZA	39871	-7.887101449800442
ALP	39786	-7.889235547197098
SAB	39781	-7.889361224282561
NFO	39732	-7.8905936962992245
IAC	39725	-7.890769887794665
AJA	39633	-7.893088437220408
RRA	39601	-7.893896150929827
CTA	39543	-7.8953617969607714
UNP	39532	-7.895640006808665
NMA	39492	-7.896652331952693
ERV	39459	-7.89748827237096
RRO	39222	-7.903512463536636
RIE	39210	-7.903818453288366
ONF	39204	-7.903971483282544
ENP	39204	-7.903971483282544
EFE	39155	-7.905222105566246
LOC	39133	-7.905784118609522
NAE	39036	-7.908265858635504
LSE	39036	-7.908265858635504
AYO	39032	-7.90836833077598
NPR	39002	-7.909137206717288
EXI	38985	-7.909573165641476
IGU	38980	-7.909701425033446
MOD	38954	-7.910368639182607
REV	38910	-7.911498785965111
UDI	38792	-7.914535954983605
ELG	38613	-7.919160867951804
ELR	38567	-7.920352855862108
OGR	38483	-7.922533202466411
IVE	38422	-7.924119534342363
AJO	38396	-7.9247964414236645
GUA	38385	-7.925082963181743
NIA	38360	-7.925734454468288
AGR	38343	-7.9261777111080995
FRE	38246	-7.928710647141334
RIS	38188	-7.930228256935981
ROT	38133	-7.931669500323176
ROM	38049	-7.933874688657735
MIT	38027	-7.934453042468645
IPA	37877	-7.938405304351885
UME	37820	-7.939911269048187
GUI	37819	-7.939937709735117
PLE	37768	-7.941287112630745
CAP	37738	-7.9420817304614
AGE	37683	-7.9435401717790075
DOM	37664	-7.944044491687771
EPU	37628	-7.945000743254782
NEC	37604	-7.945638752687063
IOE	37594	-7.945904710135439
JOR	37476	-7.949048361488229
ALU	37458	-7.949528771447293
SME	37438	-7.95006283111445
REE	37388	-7.95139922945308
NAT	37344	-7.952576739156399
OPU	37289	-7.9540505787747
ESM	37278	-7.954345607542145
DIE	37163	-7.957435222186363
SIM	37083	-7.959590163220693
LIM	36964	-7.9628042539563655
YDE	36954	-7.963074816728579
EJA	36908	-7.964320349219288
CTU	36878	-7.965133489612116
DIR	36796	-7.967359452852752
EVO	36733	-7.9690730162590855
SUL	36664	-7.970953151419667
TEP	36653	-7.971253210069745
ORR	36543	-7.974258758931884
PAL	36517	-7.974970483250888
RSU	36497	-7.975518308398806
CRI	36485	-7.975847147599402
VIA	36404	-7.9780696451187545
ABE	36372	-7.9789490318032525
OIN	36362	-7.979223998808944
AUT	36276	-7.9815918413249465
TON	36234	-7.982750270404185
MAT	36144	-7.985237146513168
OMB	36074	-7.987175668305495
SIG	35956	-7.990451992871075
RAV	35893	-7.992205622358345
GRE	35778	-7.995414643850047
UGA	35615	-7.999980797872295
DAP	35598	-8.000458225389613
RRI	35492	-8.003440279025794
OSR	35492	-8.003440279025794
ONM	35411	-8.005725027216627
TIR	35279	-8.009459541826839
OSH	35240	-8.01056559545557
EFI	35189	-8.012013821631935
CLU	35105	-8.014403716931275
UBL	35103	-8.01446068887261
RIT	35035	-8.016399668664587
DEO	34860	-8.02140704711173
VIC	34685	-8.026439625637035
NOP	34583	-8.029384625600098
ABR	34484	-8.032251326082175
AMP	34480	-8.032367325270311
NOL	34419	-8.034137982182036
ILE	34382	-8.035213516782758
BIA	34369	-8.035591682103687
RME	34330	-8.036727036878416
MON	34295	-8.037747043669754
ROE	34244	-8.039235204315561
URI	34221	-8.03990706085565
MES	34135	-8.04242322707973
BRI	34117	-8.042950668707102
INV	34061	-8.044593379548784
PUB	34014	-8.045974169168405
ENM	33938	-8.04821097735299
AIS	33889	-8.049655787346468
ODA	33864	-8.050393740298562
AAC	33813	-8.051900855050654
IBI	33744	-8.05394351477006
OVE	33637	-8.057119392660189
HAY	33634	-8.05720858148786
IPO	33626	-8.057446457258362
NPO	33617	-8.057714135154226
RCI	33617	-8.057714135154226
ODU	33550	-8.059709103732622
YEL	33470	-8.062096380686278
LMA	33424	-8.063471649977423
OPR	33383	-8.064699029676177
OYE	33360	-8.065388219904971
BIL	33293	-8.06739857239361
LAG	33171	-8.071069626376472
FEC	33155	-8.071552077236149
NVI	33110	-8.072910219506573
ENF	33083	-8.073725991135769
LGO	33037	-8.07511735883248
OTI	33020	-8.075632050256065
GUE	33018	-8.075692619607992
AMU	33016	-8.075753192628786
ROB	32978	-8.076904777700593
UEG	32938	-8.078118406903835
SOD	32877	-8.07997203187811
UAR	32860	-8.08048922868302
SMI	32856	-8.080610960933086
RGA	32762	-8.083475943081728
DEH	32733	-8.084361479881737
SUM	32732	-8.084392029624357
IGA	32717	-8.08485038779345
MAY	32700	-8.085370114490056
IAA	32676	-8.086104306453043
MUC	32673	-8.086196118361112
ONV	32601	-8.088402136781331
JER	32594	-8.088616870588927
DAE	32522	-8.090828241618166
RSI	32484	-8.091997328632935
AJE	32478	-8.092182046323257
TIO	32365	-8.095667283870736
MET	32312	-8.097306146928686
TOM	32309	-8.097398993129023
SEH	32260	-8.098916702608687
ERL	32246	-8.099350757306393
AGO	32134	-8.10282999414218
YCO	32101	-8.103857439474403
TOP	32053	-8.105353792394046
DOU	32011	-8.106664940460629
TAA	31974	-8.107821425500523
MAC	31959	-8.108290652067355
NSO	31948	-8.108634891536244
RAQ	31947	-8.108666191910286
STU	31906	-8.109950351510452
ANZ	31872	-8.111016516553434
MPE	31840	-8.112021005447263
CEL	31836	-8.112146637533861
SSI	31782	-8.113844217319086
LAU	31624	-8.118827825917744
ORQ	31602	-8.119523720169907
DEQ	31595	-8.119745242663257
EAD	31565	-8.120695180988704
ORP	31546	-8.121297275662512
RDO	31505	-8.122597769081652
VOS	31314	-8.128678556988053
